@RELATION pacman-data-training


   @ATTRIBUTE posicionpacmanx NUMERIC
   @ATTRIBUTE posicionpacmany NUMERIC
   @ATTRIBUTE fantasmasvivos NUMERIC
   @ATTRIBUTE distanciafantasma1 NUMERIC
   @ATTRIBUTE distanciafantasma2 NUMERIC
   @ATTRIBUTE distanciafantasma3 NUMERIC
   @ATTRIBUTE distanciafantasma4 NUMERIC
   @ATTRIBUTE numerocomidas NUMERIC
   @ATTRIBUTE distanciacomidamascercana NUMERIC
   @ATTRIBUTE score NUMERIC
   @ATTRIBUTE scoreSiguiente NUMERIC
   @ATTRIBUTE movimiento {North,South,East,West,Stop}

   @data
2,6,4,5,5,4,4,4,2,94,93,East
2,7,4,3,3,2,2,4,3,93,92,North
3,10,2,100,100,100,100,4,1,489,588,East
3,9,2,100,100,100,100,3,2,588,787,South
2,9,1,100,100,100,100,3,1,787,786,West
2,8,1,100,100,100,100,3,2,786,785,South
3,8,1,100,100,100,100,3,3,785,784,East
4,8,1,100,100,100,100,3,4,784,783,East
5,8,1,100,100,100,100,3,5,783,782,East
5,7,1,100,100,100,100,3,4,782,781,South
13,10,4,14,14,18,18,0,100,-1,-2,East
13,9,4,12,12,19,19,0,100,-2,-3,South
13,8,4,12,12,19,19,0,100,-3,-4,South
14,8,4,14,14,18,18,0,100,-4,-5,East
14,7,4,14,14,19,19,0,100,-5,-6,South
14,6,4,14,14,19,19,0,100,-6,-7,South
14,5,4,12,12,19,19,0,100,-7,192,South
15,5,3,100,100,17,17,0,100,192,191,East
15,4,3,100,100,17,17,0,100,191,190,South
15,3,3,100,100,19,19,0,100,190,189,South
14,3,3,100,100,20,20,0,100,189,188,West
13,3,3,100,100,20,20,0,100,188,187,West
12,3,3,100,100,21,21,0,100,187,186,West
11,3,3,100,100,23,23,0,100,186,185,West
10,3,3,100,100,23,23,0,100,185,184,West
9,3,3,100,100,23,23,0,100,184,183,West
8,3,3,100,100,21,21,0,100,183,182,West
8,4,3,100,100,19,19,0,100,182,381,North
8,5,2,100,100,100,100,0,100,381,380,North
8,6,2,100,100,100,100,0,100,380,379,North
7,6,2,100,100,100,100,0,100,379,378,West
6,6,2,100,100,100,100,0,100,378,377,West
5,6,2,100,100,100,100,0,100,377,376,West
4,6,2,100,100,100,100,0,100,376,375,West
4,7,2,100,100,100,100,0,100,375,374,North
4,8,2,100,100,100,100,0,100,374,373,North
4,9,2,100,100,100,100,0,100,373,372,North
4,10,2,100,100,100,100,0,100,372,371,North
3,10,2,100,100,100,100,0,100,371,370,West
3,11,2,100,100,100,100,0,100,370,369,North
3,12,2,100,100,100,100,0,100,369,368,North
3,13,2,100,100,100,100,0,100,368,367,North
3,14,2,100,100,100,100,0,100,367,366,North
4,14,2,100,100,100,100,0,100,366,365,East
5,14,2,100,100,100,100,0,100,365,364,East
6,14,2,100,100,100,100,0,100,364,363,East
7,14,2,100,100,100,100,0,100,363,362,East
8,14,2,100,100,100,100,0,100,362,361,East
9,14,2,100,100,100,100,0,100,361,360,East
9,13,2,100,100,100,100,0,100,360,359,South
9,12,2,100,100,100,100,0,100,359,358,South
10,12,2,100,100,100,100,0,100,358,557,East
11,12,1,100,100,100,100,0,100,557,556,East
10,12,1,100,100,100,100,0,100,556,555,West
10,13,1,100,100,100,100,0,100,555,554,North
10,14,1,100,100,100,100,0,100,554,553,North
11,14,1,100,100,100,100,0,100,553,552,East
12,14,1,100,100,100,100,0,100,552,551,East
13,14,1,100,100,100,100,0,100,551,550,East
14,14,1,100,100,100,100,0,100,550,549,East
15,14,1,100,100,100,100,0,100,549,548,East
7,3,4,6,6,7,7,0,100,-1,198,South
6,3,3,100,100,5,5,0,100,198,397,West
5,3,2,100,100,100,100,0,100,397,396,West
4,3,2,100,100,100,100,0,100,396,395,West
4,4,2,100,100,100,100,0,100,395,594,North
3,4,1,100,100,100,100,0,100,594,593,West
3,3,1,100,100,100,100,0,100,593,592,South
3,4,1,100,100,100,100,0,100,592,591,North
3,3,1,100,100,100,100,0,100,591,590,South
2,3,1,100,100,100,100,0,100,590,789,West
15,3,4,33,33,29,29,0,100,-1,-2,East
15,4,4,31,31,29,29,0,100,-2,-3,North
15,5,4,29,29,29,29,0,100,-3,-4,North
16,5,4,27,27,29,29,0,100,-4,-5,East
17,5,4,25,25,27,27,0,100,-5,-6,East
18,5,4,25,25,25,25,0,100,-6,-7,East
18,6,4,25,25,23,23,0,100,-7,-8,North
18,7,4,24,24,22,22,0,100,-8,-9,North
18,8,4,22,22,21,21,0,100,-9,-10,North
19,8,4,20,20,21,21,0,100,-10,-11,East
20,8,4,20,20,20,20,0,100,-11,-12,East
21,8,4,18,18,20,20,0,100,-12,-13,East
21,9,4,16,16,20,20,0,100,-13,-14,North
21,10,4,16,16,18,18,0,100,-14,-15,North
21,11,4,16,16,16,16,0,100,-15,-16,North
21,12,4,16,16,15,15,0,100,-16,-17,North
21,13,4,14,14,14,14,0,100,-17,-18,North
21,14,4,14,14,12,12,0,100,-18,-19,North
21,15,4,14,14,12,12,0,100,-19,-20,North
20,15,4,13,13,10,10,0,100,-20,-21,West
19,15,4,12,12,8,8,0,100,-21,-22,West
19,16,4,11,11,7,7,0,100,-22,-23,North
19,17,4,10,10,5,5,0,100,-23,-24,North
18,17,4,9,9,5,5,0,100,-24,-25,West
17,17,4,8,8,3,3,0,100,-25,-26,West
16,17,4,7,7,3,3,0,100,-26,-27,West
15,17,4,5,5,3,3,0,100,-27,-28,West
14,17,4,3,3,1,1,0,100,-28,171,West
12,17,2,100,100,100,100,0,100,370,369,West
15,3,4,33,33,30,30,0,100,-1,-2,East
15,4,4,31,31,28,28,0,100,-2,-3,North
15,5,4,30,30,28,28,0,100,-3,-4,North
16,5,4,30,30,26,26,0,100,-4,-5,East
17,5,4,29,29,25,25,0,100,-5,-6,East
18,5,4,28,28,25,25,0,100,-6,-7,East
18,6,4,27,27,23,23,0,100,-7,-8,North
18,7,4,25,25,23,23,0,100,-8,-9,North
18,8,4,24,24,22,22,0,100,-9,-10,North
19,8,4,24,24,21,21,0,100,-10,-11,East
20,8,4,23,23,20,20,0,100,-11,-12,East
21,8,4,21,21,20,20,0,100,-12,-13,East
21,9,4,21,21,19,19,0,100,-13,-14,North
21,10,4,20,20,19,19,0,100,-14,-15,North
21,11,4,18,18,17,17,0,100,-15,-16,North
21,12,4,17,17,15,15,0,100,-16,-17,North
21,13,4,16,16,15,15,0,100,-17,-18,North
21,14,4,15,15,15,15,0,100,-18,-19,North
21,15,4,10,10,5,5,0,100,-19,-20,North
